Timestamp,block date,qbank,timed block?,QID,how confident were you with the answer you selected?,how many distractors did you correctly eliminate?,did you get the correct answer?,recreate the question task verbatim,entry point,key signals,is the patient stable?,what is the diagnosis?,discriminating clue,error type,key takeaway,picked response,keyed response
4/1/2026 13:27:07,04/01/2026,USMLERx,No,43367.1,low,1-2,No,Which of the following is the most appropriate next step in management?,head trauma,"unresponsive, comatose, bradycardia, bradypnea, hypertension, left pupil dilated and unreactive to light, fundoscopy shows bilateral blurring of the optic disc margins and absence of spontaneous venous pulsations",No,Increased intracranial pressure with uncal herniation,"cushing triad (HTN, bradycardia, cheyne-stokes respirations)",management_gap,"A Glasgow score below 8, respiratory depression, and/or signs of impending brain herniation are indications for immediate intubation and hyperventilation.",Administer dexamethasone,perform intubation and hyperventilation
4/1/2026 13:33:55,04/01/2026,USMLERx,No,22945.6,medium,1-2,No,Which of the following is the most appropriate next step in management?,severe right upper quadrant pain,"laparoscopic cholecystecctomy, multiple recent asthma exacerbations requiring systemic corticosteroids, fever, hypotension, abdominal tenderness, hyponatremia, hypoglycemia",No,Adrenal crisis in the setting of secondary adrenal insufficiency from prolonged glucocorticoid therapy,chronic glucocorticoid therapy,missed_key_clue,hydrocortisone and intravenous fluids are the appropriate treatment in adrenal crisis due to secondary adrenal insufficiency,Administer dopamine and intravenous fluids,Administer hydrocortisone and intravenous fluids
4/1/2026 13:59:47,04/01/2026,USMLERx,No,43229.3,low,1-2,No,"To reduce the likelihood of recurrence of his symptoms, it is most appropriate to administer which of the following?",intermittent right-sided flank pain,"previous episode, rosette-shaped crystals on urinalysis, hypercalciuria, normocalcemia",Yes,Idiopathic hypercalciuria,hypercalciuria,did_not_recognize_pattern,"Idiopathic hypercalciuria can present with flank pain and the diagnosis confirmed by an elevated urine calcium on 24-hour urine collection and normal serum calcium levels.  The treatment for these patients is thiazide diuretics, such as HCTZ, which reduces urinary calcium excretion.",Pamidronate,hydrochlorothiazide
4/2/2026 9:34:11,04/02/2026,USMLERx,No,42474.3,medium,0,Yes,Which of the following is the most appropriate pharmacotherapy?,"nausea, vomiting, swollen abdomen","fatigue, presence of many large and atypical B-lymphocytes with prominent nucleoli",Yes,"Diffuse, large B-cell lymphoma",large and atypical B-lymphocytes with prominent nucleoli,correct_wrong_reason,"Patients presenting with diffuse, large B-cell lymphoma typically present with mass effect and B-cell symptoms.  Biopsy of the tumor will show large and atypical B-lymphocytes with prominent nucleoli.",Rituximab,same as picked response
4/2/2026 10:02:52,04/02/2026,USMLERx,No,43952.1,high,3-4,No,Which of the following is the most appropriate next step in the management?,respiratory distress,"hemodynamically stable, trauma, pneumothorax",Yes,Pneumothorax,"Hemodynamic stability, not a tension pneumothorax",diagnostic_confusion,Pneumothorax without evidence of hemodynamic instability should be treated with a chest tube.  This intervention should not be delayed trying to get additional diagnostic tests.,Perform immediate needle decompression,place a chest tube in the left hemithorax
4/2/2026 10:18:23,04/02/2026,USMLERx,No,44213.1,medium,3-4,No,Which of the following is the most likely advantage of this study design?,stats,cohort design,Yes,Cohort study,n/a,management_gap,A major advantage of cohort studies is that they identify the incidence of disease in exposed and unexposed individuals and compare these incidence rates to draw conclusions about how the exposure affects the outcome.,These studies are inexpensive and efficient,These studies identify the incidence of a disease
4/2/2026 10:35:14,04/02/2026,USMLERx,No,24214.12,medium,3-4,No,Which of the following is the most appropriate initial management?,Shortness of breath,"postpartum, unilateral left lower extremity edema and tenderness, hypoxia",No,DVT with pulmonary embolism,"pleuritic chest pain, dyspnea, lower extremity tenderness and swelling",management_gap,"In cases with high suspicion of a PE, diagnostic work-up, such as pulmonary angiography, echocardiography, or helical CT scan, should not delay the initiation of treatment with subcutaneous low molecular weight heparin.",Perform pulmonary angiography,Start low-molecular-weight heparin therapy
4/2/2026 11:18:28,04/02/2026,USMLERx,No,22990.5,low,1-2,Yes,Which of the following is the most appropriate next step in management?,Ethics,"elderly, multiple comorbidities, DNR, hypoxemia",No,DNR,DNR,low_confidence_correct,DNR orders are completed to withhold cardiopulmonary resuscitation in the event of a cardiac arrest.  Other life-sustaining treatments can be enacted if they align with the patient’s goals of care.,Administer supplemental oxygen,same as picked response
4/2/2026 12:01:08,04/02/2026,USMLERx,No,21694.5,low,1-2,Yes,Which of the following is the most likely underlying cause of her skin reaction?,"painful, discolored nodules that appeared in the last few days under her skin","recent bacterial infection, no recent travel",Yes,Erythema nodosum,"picture, tender, nonulcerated, immobile lesions on her bilateral shins that are slightly raised and discolored",low_confidence_correct,EN is caused by a hypersensitivity reaction resulting in inflammation of subcutaneous fat and is most commonly associated with streptococcal infection,Streptococcal pharyngitis,same as picked response
4/3/2026 11:28:29,04/03/2026,USMLERx,No,44068.2,medium,1-2,No,Which of the following is the most appropriate diagnostic study at this time?,chest pain and shortness of breath,"G1P0 at 14 weeks gestation, history of DVT while taking OCP, lower extremity edema",Yes,Pulmonary embolism,pregnant,management_gap,"Patients with suspected PE with contraindications for CT angiography and V/Q scan can be treated with lower extremity venous ultrasonography, and if positive, treatment for DVT and presumed PE can be initiated.",Ventilation/perfusion scan,Lower extremity venous ultrasonography
4/3/2026 11:40:02,04/03/2026,USMLERx,No,24560.5,low,3-4,Yes,Which of the following is the most likely underlying cause of this patient’s altered mental status?,subarachnoid hemorrhage,"hypertension, bradycardia, irregular respirations, wide pulse pressure, limited up gaze",Yes,Acute obstructive hydrocephalus,"cushing reflex, up gaze palsy, progressive somnolence",low_confidence_correct,SAH may be complicated by acute obstructive hydrocephalus.  This should be suspected in patients with a change in mental status and absence of focal neurological deficits within the first 72 hours after bleeding.,Acute obstructive hydrocephalus,same as picked response
4/3/2026 11:54:10,04/03/2026,USMLERx,No,24108.8,medium,1-2,No,Which of the following is the most appropriate antibiotic regimen for this patient?,"lower abdominal pain, intermittent mild vaginal bleeding, purulent cervical discharge, fever","sexually active, tenderness to deep palpation of the lower abdomen without guarding, fever, cervical motion tenderness and purulent cervical discharge",Yes,Pelvic inflammatory disease,"cervical motion tenderness, purulent cervical discharge",management_gap,metronidazole is added for coverage against anaerobes,Ceftriaxone and doxycycline,"ceftriaxone, doxycycline, and metronidazole"
4/3/2026 12:05:26,04/03/2026,USMLERx,No,22671.12,low,1-2,No,Which of the following findings is most likely to appear on CT imaging of this patient’s abdomen?,abdominal pain,"unable to have a bowel movement, history of appendectomy, diffuse tenderness to palpation and high-pitched bowel sounds",Yes,Large bowel obstruction,"inability to pass stool, high-pitched bowel sounds, history of appendectomy",missed_key_clue,The most common cause of any bowel obstruction (small or large bowel) is adhesions from prior abdominal/pelvic surgery,Pericholecystic fluid collections,distended large bowel
4/3/2026 12:38:42,04/03/2026,USMLERx,No,21086.8,high,3-4,No,Which of the following is the most appropriate next step in management?,Unconscious,"freshman in college, tachycardia, hypotension, somnolent, vomitus on shirt, pupils normally sized and reactive, glucose 70",Yes,Ethanol intoxication,"demographic, tachycardia, vomiting, midrange pupils with otherwise normal exam, hypoglycemia",anchored_too_early,Jumped to hypoglycemia without considering that it’s typical ethanol intoxication,Intravenous fluids with added thiamine and dextrose,Serial re-evaluation with respiratory and oxygen monitoring
4/3/2026 12:52:45,04/03/2026,USMLERx,No,43804.1,low,0,Yes,Which of the following is the most appropriate next step in management?,unconscious,"finger stick glucose 102, calcium oxalate crystals on urinalysis, high anion gap metabolic acidosis",Yes,High anion gap metabolic acidosis,elevated anion gap,low_confidence_correct,"Treatment of ethylene glycol elevated anion gap metabolic acidosis includes fomepizole to inhibit the formation of toxic metabolites, dialysis to remove metabolites, and bicarbonate for the acidosis.","Intravenous bicarbonate, fomepizole, and hemodialysis",same as picked response
4/3/2026 13:05:00,04/03/2026,USMLERx,No,23947.8,medium,0,No,Which of the following is the most appropriate pharmacotherapy?,foul-smelling diarrhea,"greasy stool, weight loss, flatulence, abdominal bloating, recent hiking trip and drank from stream, stool sample shows four-nucleated oval cysts.",Yes,Giardiasis,Four-nucleated oval cysts on microscopy,management_gap,"Tinidazole, given as a single dose, is the treatment of choice for giardiasis.",Nitazoxanide,Tinidazole
4/3/2026 13:16:05,04/03/2026,USMLERx,No,45545.1,medium,3-4,No,Which of the following strategies would most effectively address the gap in IBD management at this hospital?,ethics,N/a,Yes,How to address management gap,n/a,management_gap,Implementing regular educational updates rather than passive interventions creates sustainable improvement in clinical practice by maintaining awareness of evolving treatment paradigms and building provider confidence in newer therapeutic options.,Create standardized order sets for IBD medications based on current guidelines,Establish quarterly case-based learning sessions with IBD treatment updates
4/3/2026 13:24:10,04/03/2026,USMLERx,No,46971.1,medium,3-4,No,Which of the following is the most appropriate response to the daughter’s request?,advanced dementia,"refusing meals, weight loss, dependent on others",Yes,Advanced dementia,daughter asks about placing a feeding tube,management_gap,"Feeding difficulties in advanced dementia signal end-stage disease.  Tube feeding offers no benefit in terms of survival, aspiration prevention, function, or quality of life.","Agree to place a feeding tube, as it will prevent aspiration","Recommend against a feeding tube, as it will not improve clinical outcomes"
4/3/2026 13:35:10,04/03/2026,USMLERx,No,24604.7,low,1-2,No,Which of the following is the most appropriate next step in pharmacotherapy?,elevated blood pressure,"on chlorthalidone, recent elevation, bilateral flank bruit",Yes,Bilateral renal artery stenosis,bilateral flank bruit in young woman,management_gap,"treatment-resistant hypertension in a young female patient can be caused by renal artery stenosis.  A common etiology of bilateral renal artery stenosis in young women is FMD.  In these patients, calcium channel blockers, such as amlodipine, are preferred.  They dilate the afferent arteriole, having less impact on glomerular pressure than renin-angiotensin-aldosterone system inhibition.",Spironolactone,Amlodipine
4/4/2026 9:44:41,04/04/1988,USMLERx,No,23521.12,low,0,No,Which of the following is the most appropriate next step in management?,vaginal bleeding,"postmenopausal, nulliparity, early menarche, obesity, anemia, thickened endometrial stripe",Yes,Endometrial hyperplasia or cancer,thick 16-mm endometrial stripe,management_gap,The patient’s vital signs are stable and she is asymptomatic.  The best initial management for this patient with suspected endometrial cancer is dilation and curettage.,Blood transfusion,dilation and curettage
4/4/2026 9:58:22,04/04/1988,USMLERx,No,45427.1,high,3-4,No,Which of the following is the most appropriate explanation for the family?,ethics,N/a,No,Brain death,n/a,management_gap,don’t pick an answer choice that implies there are further management options after determination of brain death.,These tests will determine if your loved one meets criteria for brain death so further care decisions can be made,these tests will determine if your loved one is still alive
4/4/2026 10:14:46,04/04/2026,USMLERx,No,21693.7,low,1-2,Yes,Which of the following is the most appropriate next step in management?,swollen ankle,"poorly controlled DM, fever, painful ankle, decreased pain, vibration, temperature",Yes,Cellulitis,"tender, erythematous, edematous lesion with well-demarcated borders",low_confidence_correct,Early and aggressive management of cellulitis with inpatient administration of intravenous antibiotics is warranted due to the potentially limb-threatening nature of the condition.,Admission for intravenous antibiotics,same as picked response
4/4/2026 10:26:08,04/04/2026,USMLERx,No,24588.5,medium,1-2,No,Which of the following is the most appropriate screening test for this patient at this time?,routine checkup,"62 year old woman, last pap smear was 3 years ago",Yes,N/a,last pap smear was 3 years ago,management_gap,"cervical cancer screening is recommended for women aged 30 to 65 years every 3 years with cervical cytology alone, every 5 years with hrHPV testing alone, or every 5 years with hrHPV and cytology testing",Colorectal cancer screening with colonoscopy,cervical cancer screening with cytology and high risk human papilloma virus cotesting
4/4/2026 11:07:21,04/04/2026,USMLERx,No,22725.8,low,1-2,No,Which of the following pleural fluid results would be expected in this patient?,"high fevers, night sweats, chest pain, and difficulty breathing","pericardial friction rub, dullness to percussion, CXR moderate pleural effusion.  Positive IGRA.",Yes,Tuberculosis effusion,Meets light criteria,diagnostic_confusion,Pleural effusions secondary to TB have an elevated adenosine deaminase.,"Ph = 7.2, protein = 3.6 g/dL, glucose = 35 mg/dL, LDH = 130 U/L, cells = 990/mcL with lymphocytic predominance, adenosine deaminase = 0.4 U/L","ph = 7.3, protein = 3.5 g/dL, glucose = 32 mg/dL, LDH = 120 U/L, cells = 1000/mcL with lymphocytic predominance, adenosine deaminase = 15.4 U/L"
4/4/2026 11:13:54,04/04/2026,USMLERx,No,23280.7,medium,1-2,No,This patient most likely has a defect in which of the following vascular territories?,stroke,"tinnitus, aguesia, left facial paralysis, left hearing loss",Yes,AICA stroke,"tinnitus, aguesia, decreased hearing, facial paralysis",diagnostic_confusion,"Occlusion of the anterior inferior cerebellar artery is associated with lateral pontine syndrome, which presents with decreased taste, decreased hearing, and facial paralysis.",posterior inferior cerebellar artery,Left anterior inferior cerebellar artery
4/4/2026 11:23:08,04/04/2026,USMLERx,No,23925.1,medium,3-4,No,Which of the following is the most appropriate next step in management?,positive PPD,"never received BCG, asymptomatic, 11mm induration, clear CXR, healthcare worker",Yes,Latent tuberculosis,asymptomatic and CXR is clear,diagnostic_confusion,"In a HCW with positive PPD and clear CXR she has latent TB, it should be treated with prophylactic antibiotics.",Provide reassurance,Start isoniazid plus rifampin
4/4/2026 11:27:36,04/04/2026,USMLERx,No,23107.5,medium,3-4,No,Which of the following set of findings listed in the table is most commonly seen on manometry in an individual with this patient’s condition?,"difficulty swallowing, a burning sensation in his chest, and at times, mild-to-moderate pain after meals, gradually progressing for the past year.","food gets stuck, smooth narrowing at the LES",Yes,Achalasia,smooth narrowing at the LES with proximal dilation,diagnostic_confusion,"manometry performed for a patient with achalasia classically shows increased LES tone, impaired LES relaxation, and aperistalsis.","Increased LES tone, impaired LES relaxation, hyperperistalsis","Increased LES tone, impaired LES relaxation, aperistalsis"
4/4/2026 11:33:00,04/04/2026,USMLERx,No,43678.1,low,1-2,No,Which of the following is the most likely diagnosis?,"cough, hemoptysis, and wheezing","diarrhea and feeling flush, CT shows left upper lobe endobronchial lesion with associated atelectasis of his left upper lobe",Yes,Lung neuroendocrine tumor,"cough, wheezing, hemoptysis, diarrhea, flushing",changed_right_to_wrong,"a lung carcinoid tumor is a type of cancerous tumor made up of neuroendocrine cells; patients commonly present with cough, bronchospasm, hemoptysis, diarrhea, and flushing, along with characteristic radiographic imaging results",Postobstructive pneumonia,lung neuroendocrine tumor
4/4/2026 11:41:28,04/04/2026,USMLERx,No,23683.4,low,1-2,No,Which of the following is the most likely diagnosis?,childhood exanthem,"fever, cough, runny nose into high fever, resolution of fever then eruption of rash, fully immunized 13 month girl",Yes,Roseola,high fever that resolves and then onset of rash,diagnostic_confusion,"roseola presents with a high fever persisting 3 to 5 days, with the development of a pink, rosy macular eruption that begins on the trunk and spreads to the neck, face, and extremities.  The rash usually appears within 12 to 24 hours of fever resolution",Kawasaki disease,Roseola
4/4/2026 11:52:34,04/04/2026,USMLERx,No,21001.13,medium,3-4,No,Which of the following is the most appropriate next step in management?,change in behavior,"7 month boy, severe diarrhea, emesis, irritability, bloody stool mixed with mucus in diaper",Yes,Intussusception,"mucoid bloody stools, vomiting, diarrhea, inconsolable",management_gap,"In a hemodynamically stable patient without signs of bowel perforation, an abdominal ultrasound is the appropriate first step to diagnose the intussusception.  Treatment is with an air or water-soluble contrast enema.",Endoscopy,Abdominal ultrasound
4/4/2026 12:02:34,04/04/2026,USMLERx,No,23571.1,medium,1-2,No,Which of the following is the most likely diagnosis?,heavy vaginal bleeding,bright red blood emerging from the posterior vaginal wall and anal aperture post forceps-assisted delivery of a 10 lb infant,Yes,Fourth degree perineal laceration,both posterior vaginal wall and anal aperture bleeding,diagnostic_confusion,fourth degree vaginal/perineal laceration extends through the rectum and down to the rectal mucosa,Third-degree perineal laceration,fourth-degree perineal laceration
4/5/2026 9:44:30,04/05/2026,USMLERx,No,23058.11,medium,3-4,No,Which of the following is the most appropriate diagnostic study at this time?,"fatigue, loss of appetite, and cough","no sick contacts, no animal exposure, weight loss, 50 pack year smoker, CXR shows 3.5 cm mass in the mid-field of the right lobe of the lung and widening of the mediastinum.  CT shows a right middle lobe mass and multiple enlarged lymph nodes around both bronchi",Yes,Lung cancer,right middle lobe mass and multiple enlarged lymph nodes around both bronchi,management_gap,"endobronchial ultrasound with transbronchial needle aspiration is indicated for a lung cancer diagnosis and for the assessment of lymph nodes around involvement, especially if there are accessible hilar and mediastinal lymph nodes.  Additionally, biopsies of lung masses are usually done with bronchoscopy for central masses or with CT-guided biopsy for peripheral masses.",CT-guided percutaneous needle biopsy of the mass,Endobronchial ultrasound with transbronchial needle aspiration
4/5/2026 10:03:42,04/05/2026,USMLERx,No,22484.1,medium,1-2,No,Which of the following is the most likely cause of this patient’s symptoms?,chest pain,"sudden onset moderate chest pain, nausea, dyspnea while unloading cargo.  Obesity, HTN, CKMB and Troponins WNL, d-dimer WNL, st depressions and inverted T waves on ECG",No,Acute coronary syndrome,"abnormal ECG, chest pain with dyspnea and nausea",diagnostic_confusion,"normal troponins and CKMB do not rule out ACS, which should be suspected until proven otherwise.  Patient has been having pain for 25 minutes, troponins take 2-4 hours to rise",Pulmonary embolism,Acute coronary syndrome
4/5/2026 10:26:26,04/05/2026,USMLERx,No,43943.2,low,3-4,Yes,Which of the following is the most likely cause of the patient’s abnormal airway pressure?,worsening hematemesis,"mechanical ventilation, patient agitation (induction anesthesia has worn off), pleateau pressure is 14mmHg, peak pressure is 34mmHg",Yes,Elevated airway pressure due to increased airway resistance,high difference between the peak and plateau pressure,low_confidence_correct,"In the setting of a patient who was intubated and has not received sedation since the initial intubation induction, biting of the endotracheal tube as the sedation wears off is a likely cause of increased peak airway pressure.  High airway pressure can be due to reduced lung compliance or increased airway resistance.  Reduced lung compliance typically manifests as a high plateau pressure, with no more than a small (few mmHg) difference between peak and plateau pressure.  Increased airway resistance typically manifests as a high difference between the peak and the plateau pressure (more than a few mmHg).",Patient biting endotracheal tube,same as picked response
4/5/2026 10:39:22,04/05/2026,USMLERx,No,43335.1,low,1-2,No,Which of the following is the most appropriate next step in management?,weakness,"gradually worsening weakness, difficulty urinating, dyspnea, tingling sensations, recent illness, negative inspiratory force -30 cmH20, autonomic dysregulation (BP changing over 10 minutes), symmetric facial weakness, absent DTR",No,Guillain-Barre syndrome,"progressive ascending weakness after a gastrointestinal illness and presentation of autonomic instability, areflexia, reduced negative inspiratory force, and symmetric facial weakness",missed_instability,"Patients with GBS are at risk for dysautonomia and respiratory failure and should be admitted to the intensive care unit with telemetry if they show signs of these complications (eg, heart rate and blood pressure dysregulation, tachypnea, negative inspiratory force <= 30 cm H20)",Admission to medical floor for plasmapheresis,Admission to intensive care unit with telemetry
4/5/2026 11:02:20,04/05/2026,USMLERx,No,47085.2,low,0,Yes,Which of the following is the most appropriate next step in management?,dizziness and nausea,"no hearing loss, tinnitus, or headache, spontaneous horizontal nystagmus beating to the left that does not change direction with gaze.  Gait is ataxic with a tendency to veer to the right.  Head impulse testing shows a corrective saccade when the head is rapidly turned to the right.  Test of skew is negative.",Yes,"Vestibular neuritis, acute vestibular syndrome","severe, persistent vertigo lasting hours to days, nausea, vomiting, gait instability, nystagmus, without auditory symptoms or focal neurological deficits.",low_confidence_correct,"Acute vestibular neuritis is managed with short-term vestibular suppressants such as meclizine to provide symptomatic relief during the acute phase, with most patients experiencing gradual improvement over days to weeks",Start meclizine,same as picked response
4/5/2026 11:15:51,04/05/2026,USMLERx,No,43944.1,low,1-2,Yes,Which of the following is the most likely cause of the patient’s elevated ventilator pressure?,cough and dyspnea,"copd, emphysema, history of pneumothorax, mechanical ventilation, plateau pressure is 32 mmHg, peak pressure is 35 mmHg",No,Pneumothorax,elevated plateau pressure indicating a worsening of lung compliance,low_confidence_correct,"The sudden development of pressure elevation may occur due to pneumothorax, mucus plugging, or patient-ventilator dyssynchrony",Pneumothorax,same as picked response
4/6/2026 10:03:33,04/06/2026,USMLERx,No,23192.1,medium,3-4,No,Which of the following is the most likely cause of the patient’s worsening symptoms on the day of arrival?,abdominal pain radiating to the back,"ciprofloxacin use, smoking history, tachycardic, hypotensive, diffusely tender abdomen, AAA on ultrasound",No,Ruptured AAA,POCUS reveals an abdominal aortic aneurysm whose widest measured diameter is 5 cm and free intraperitoneal fluid,diagnostic_confusion,Fluoroquinolone use is associated with AA rupture and is therefore contraindicated in patients with known AA or significant risk factors for AA.,Mesenteric ischemia,Ciprofloxacin toxicity
4/6/2026 10:24:25,04/06/2026,USMLERx,No,21846.8,low,1-2,Yes,Which of the following additional laboratory findings is most likely in this patient?,Crush injury,"hyperkalemia, hyperphosphatemia, hyperuricemia, hypocalcemia",Yes,Rhabdomyolysis,"hyperuricemia, hyperkalemia, hyperphosphatemia, pattern of injury",low_confidence_correct,myoglobinuria is common after crush injuries and manifests with blood (heme) on urine dipstick in the absence of RBCs upon microscopic exam,Positive urine dipstick for blood,same as picked response
4/6/2026 10:32:22,04/06/2026,USMLERx,No,22482.11,low,1-2,No,Which of the following is most likely to reduce this patient’s mortality risk?,shortness of breath and swelling of his ankles,"HTN, valsartan, HCTZ, smoking history, obesity, S4, inspiratory rales, 2+ pitting edema, elevated NT-proBNP, EF 60%, mild left ventricular hypertrophy, dilated atria and IVC, moderate tricuspid regurgitation",Yes,HFpEF,"Elevated NT-proBNP, EF > 50%",changed_right_to_wrong,SGLT2 inhibitors (dapagliflozin or empagliflozin) have been shown to reduce the risk of both hospitalization and cardiovascular death due to HFpEF,Spironolactone,Dapagliflozin
4/6/2026 10:39:13,04/06/2026,USMLERx,No,44054.1,low,1-2,No,Which of the following is the most appropriate next step in management?,fainting,"10 day history of 6to 10 bloody, mucus-laced stools, urgency, incomplete evacuation, intermittent abdominal cramping, recent travel abroad, Fhx chronic diarrhea, fever, elevated ESR",Yes,inflammatory bowel disease,"bloody diarrhea with mucus, abdominal pain, cramps, tenesmus, elevated ESR",management_gap,"In a patient with possible IBD, infection must be excluded because of the immunosuppressant effects of high-dose steroid therapy used to manage the disease.",Administer intravenous methylprednisolone,Perform stool culture and test for ova and parasites
4/6/2026 10:54:58,04/06/2026,USMLERx,No,21630.7,low,3-4,No,Which of the following is the most appropriate follow-up test?,poor appetite and fever,"fever, tachycardia, tachypnea, hypotension, costovertebral angle tenderness, urinalysis positive for blood, WBC esterase, nitrites, urine culture positive for E coli, kidney ultrasound shows blunted calyces on the left kidney",Yes,Pyelonephritis,"fever, poor appetite, costovertebral angle tenderness",management_gap,"a voiding cytourethrogram (after the UTI resolves) is recommended to assess the presence of vesicoureteral reflux in children, especially if a renal ultrasound suggests risk of renal scarring",Intravenous pyelogram,voiding cystourethrogram
4/6/2026 11:26:43,04/06/2026,USMLERx,No,44768.2,medium,0,No,Which of the following is the most appropriate next step in management?,annual wellness visit,"well-controlled HTN, OA, seasonal allergies in 72 yo woman.",Yes,annual exam,Patient requests heart health testing,management_gap,"Unnecessary testing in asymptomatic individuals with low pretest probability of disease should be avoided because it may lead to increased costs from overutilization of testing, overtreatment, and potential harm to the patient including anxiety, procedural complications, and increased expense",refer her to a cardiologist for further evaluation,Recommend against routine cardiac screening at this time
4/6/2026 11:32:36,04/06/2026,USMLERx,No,44084.1,low,1-2,No,Which of the following is the most appropriate next step in management?,severe persistent asthma and recent diagnosis of eosinophilic granulomatosis with polyangiitis,"Eosinopihl count of 8000, biopsy showed necrotizing vasculitis and eosinophil involvement",Yes,EGPA,symptomatic despite use of steroids,management_gap,"For patients with nonsevere eGPA who have persistent symptoms on systemic glucocorticoids, mepolizumab should be added to the treatment regimen.  Mepolizumab targets IL-5, reducing eosinophil production.",Prescribe omalizumab,prescribe mepolizumab
4/6/2026 11:40:42,04/06/2026,USMLERx,No,43854.1,low,1-2,Yes,Which of the following is the most appropriate screening test for this patient at this time?,occasional lower back pain,"chronic lower back pain, smoker, obese, HTN, fasting glucose 135, A1c 9.6, LDL 160",Yes,Type 2 diabetes mellitus,elevated fasting plasma glucose and HbA1c,low_confidence_correct,"Patients with type 2 DM should be annually screened for microvascular complications with urine albumin to creatinine ratio, microfilament testing, and dilated eye exams.  Increased urinary protein excretion is the earliest clinical finding of diabetic nephropathy",Urine microalbumin to creatinine ratio,same as picked response
4/6/2026 11:50:56,04/06/2026,USMLERx,No,24313.7,low,0,Yes,Which of the following dermatologic findings is most consistent with the underlying diagnosis in this patient?,"crampy, diffuse abdominal pain","IBS, intermittent diarrhea, constipation, weight loss, persistent bloody stools with diarrhea, no recent travel, fever, diffuse abdominal tenderness, myalgias, arthralgias, leukocytosis, elevated CRP, colonoscopy reveals edematous mucosa, erythema, mucosal friability, ulcers.",Yes,Ulcerative colitis,"colonoscopy showing edematous mucosa, erythema, mucosal friability, and ulcers",low_confidence_correct,"The most common cutaneous manifestation of UC is EN, characterized by the acute onset of raised, tender, nonulcerated lesions on the anterior shins.","Raised, tender, erythematous nodules",same as picked response
4/6/2026 20:09:34,04/06/2026,USMLERx,No,22075.7,low,0,No,Which of the following is the most likely diagnosis?,sudden development of a blind spot in his right eye,"no pain, hyperchloesterolemia, afib, dm, htn, visual loss in the right superior hemifield.  Examination of the retina shows peripheral hemorrhages in the inferotemporal quadrant, along with dilated, tortuous retinal veins",Yes,Branch retinal vein occlusion (BRVO),"sudden, painless, isolated visual deficit, fundoscopix exam shows hemorrhages isolated to one quadrant, HTN",did_not_recognize_pattern,"BRVO presents with acute, painless, focal vision loss and fundoscopic findings of hemorrhages isolated to one sector of the retina along a retinal vein branch",Diabetic retinopathy,Branch retinal vein occlusion
4/7/2026 10:17:24,04/07/2026,USMLERx,No,22313.1,low,0,No,Which of the following is the most appropriate next step in management?,Wound on her right little toe for the last 6 months,"redness became an open wound, poorly controlled DM2, area of ulceration to the distal lateral right fifth metatarsal with a darkened keratinous base and central necrosis.  Nontender to palpation.  Moderate amount of purulent drainage.  Metal probe touches the underlying bone.  Distal pulses are intact.  Decreased sensation to pinprick to the mid-shin bilaterally",Yes,Diabetic foot infection,chronic nonhealing foot wound at a high-pressure site that shows signs of necrosis and infection in a patient with poorly controlled type 2 diabetes,management_gap,diabetic foot infections with necrotic tissue should undergo wound debridement prior to further investigation or management in order to remove dead tissue and promote healing,Transmetatarsal amputation,surgical debridement
4/7/2026 10:23:57,04/07/2026,USMLERx,No,43275.1,medium,3-4,No,Which of the following is the most appropriate pharmacotherapy?,"intermittent 15- to 30- minute episodes of heart palpitations accompanied by sweating, trembling, and lightheadedness.",constantly worries about having a heart attack.,Yes,Panic attack,"intermittent episodes of heart palpitations, sweating, trembling, and lightheadedness and his concern over future attacks",management_gap,SSRIs are first-line treatments for panic disorder,Propranolol,Paroxetine
4/7/2026 10:43:26,04/07/2026,USMLERx,No,43626.2,medium,1-2,No,What radiographic findings would best explain the patient’s clinical presentation?,"struck in the right side of the face, with pain and swelling around the right eye and mild right-sided epistaxis",marked periorbital swelling and subconjunctival hemorrhage.  EOM testing elicits right eye pain and diplopia upon upward gaze.,Yes,Orbital blowout fracture,diplopia upon upward gaze,missed_key_clue,"in an orbital blowout fracture, the inferior rectus muscle gets entrapped between the fracture fragments, limiting its ability to stretch, eliciting right eye pain and diplopia on upward gaze",Herniation of the inferior oblique muscle into the maxillary sinus,Herniation of the inferior rectus muscle into the maxillary sinus
4/7/2026 11:01:13,04/07/2026,USMLERx,No,22552.14,low,0,No,Which of the following is the most appropriate next step in management?,4-day history of increasing shortness of breath,"recent URI, worsening dyspnea partially relieved by albuterol/ipratropium inhalers.  Persistent vomiting.  Mildly erythematous posterior pharynx, poor air movement, end-expiratory wheezes.  CXR shows hyperinflation, RR 35/min",Yes,Acute asthma exacerbation,"history of asthma, poor oxygenation despite therapy, poor air movement with end-expiratory wheezes despite inhaled bronchodilators",diagnostic_confusion,"steroids, such as intravenous methylprednisolone, should be given systematically to a patient with a serious acute asthma exacerbation that does not respond to treatment with bronchodilators.",Bilevel positive pressure ventilation,Intravenous methylprednisolone
